TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"11-8651-2026","2026-02-24 11:57:23","Sales","Sale","Ready","Free Hold","Residential","MAJAN","Unit","Flat","1100000","69.04","69.04","1 B/R","G-191","","","IMG World Adventures","0","0","","THE HAVEN"
"11-8652-2026","2026-02-24 12:36:25","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Office","1350000","83.15","83.15","NA","P1-03","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti House"
"11-8653-2026","2026-02-24 12:45:55","Sales","Sale","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","347000","45","45","Studio","","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"11-8654-2026","2026-02-24 12:45:59","Sales","Sale","Ready","Free Hold","Residential","ARJAN","Unit","Flat","1150000","87.84","87.84","1 B/R","G-112","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Q Gardens Boutique Residences"
"11-8655-2026","2026-02-24 12:43:51","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2720000","85.76","85.76","2 B/R","B-233","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Peninsula Three"
"11-8656-2026","2026-02-24 12:45:12","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","875000","69.5","69.5","1 B/R","G-078","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Hera Tower"
"11-8657-2026","2026-02-24 12:20:50","Sales","Sale","Ready","Free Hold","Residential","AL FURJAN","Unit","Flat","2010000","179.73","179.73","2 B/R","G-2","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","AZIZI. ORCHID"
"11-8658-2026","2026-02-24 15:05:48","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Hotel Apartment","7000000","148.82","148.82","2 B/R","B2-290","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","THE ADDRESS RESIDENCE FOUNTAIN VIEWS III"
"11-8659-2026","2026-02-24 13:09:17","Sales","Sale","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","555000","37.73","37.73","Studio","L1-A057","","","Motor City","0","0","","DAMAC HILLS - CARSON "
"11-8660-2026","2026-02-24 12:24:34","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","3350000","144.46","144.46","2 B/R","P1-28","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","0","0","","Riva Residence"
"11-8661-2026","2026-02-24 12:36:30","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","1125000","60.76","60.76","Studio","B3-3167","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","BURJ VIEWS"
"11-8662-2026","2026-02-24 12:41:17","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2038357","120.23","120.23","1 B/R","B2-80","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","SLS DUBAI"
"11-8664-2026","2026-02-24 12:26:18","Sales","Sale","Ready","Free Hold","Residential","SUFOUH GARDENS","Unit","Flat","2100000","117.12","117.12","2 B/R","G-01","Dubai Internet City","Mall of the Emirates","Burj Al Arab","0","0","","J5"
"11-8665-2026","2026-02-24 12:31:16","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","690000","35.85","35.85","Studio","B1-05","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","DUBAI STAR"
"11-8666-2026","2026-02-24 12:44:09","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2300000","96.49","96.49","PENTHOUSE","P5-593","Marina Towers","Marina Mall","Burj Al Arab","0","0","","CAYAN TOWER"
"11-8667-2026","2026-02-24 14:34:46","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Flat","2350000","120.81","120.81","2 B/R","M79","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","",""
"11-8668-2026","2026-02-24 12:54:57","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","555000","43.24","43.24","Studio","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-8669-2026","2026-02-24 12:58:17","Sales","Sale","Ready","Free Hold","Residential","Um Suqaim Third","Unit","Flat","2550000","69.3","69.3","1 B/R","B-202","","","","0","0","","Al Jazi - Madinat Jumeriah Living "
"11-8670-2026","2026-02-24 13:01:26","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1730000","64.52","64.52","1 B/R","M-2B-124","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Bayshore"
"11-8671-2026","2026-02-24 13:01:55","Sales","Sale","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","660000","30.63","30.63","Studio","B2-62","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 8"
"11-8672-2026","2026-02-24 13:06:14","Sales","Sale","Ready","Free Hold","Residential","Port Saeed","Unit","Office","2100000","121.81","121.81","Office","B1-104,B1-105","Deira City Centre","Dubai Mall","Dubai International Airport","0","0","",""
"11-8674-2026","2026-02-24 12:43:44","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Hotel Apartment","2900000","115.93","115.93","2 B/R","B2-2258","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","THE ATRIA"
"11-8675-2026","2026-02-24 13:52:31","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","400000","35.06","35.06","Studio","B2/27","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","THE DIAMOND"
"11-8676-2026","2026-02-24 13:27:05","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","540000","48.96","48.96","Studio","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-8677-2026","2026-02-24 12:59:41","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","3650000","107.78","107.78","2 B/R","B1-231","","","","0","0","","HARBOUR VIEWS"
"11-8679-2026","2026-02-24 13:15:19","Sales","Sale","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","750000","29.03","29.03","Studio","B2-68","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 41"
"11-8681-2026","2026-02-24 12:55:07","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","570000","48.96","48.96","Studio","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-8683-2026","2026-02-24 15:05:36","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","4300000","154.57","154.57","3 B/R","B1-67 , B1-68","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Palace"
"11-8684-2026","2026-02-24 13:07:24","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","4700000","177.89","177.89","2 B/R","P3-95, P3-96","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","SLS DUBAI"
"11-8685-2026","2026-02-24 12:58:56","Sales","Sale","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","3750000","130.44","130.44","2 B/R","P-20","Nakheel Metro Station","Marina Mall","Burj Al Arab","0","0","",""
"11-8687-2026","2026-02-24 14:53:36","Sales","Sale","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","530000","38.08","38.08","Studio","G-52","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","ELITE 7 SPORTS RESIDENCE"
"11-8688-2026","2026-02-24 13:37:39","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","4250000","246.93","246.93","3 B/R","G-125,260","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","CHURCHILL TOWER"
"11-8689-2026","2026-02-24 14:10:25","Sales","Sale","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","2440000","105.27","105.27","2 B/R","308","Dubai Internet City","Marina Mall","Burj Al Arab","0","0","",""
"11-8690-2026","2026-02-24 13:48:09","Sales","Sale","Ready","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","2700000","80.96","80.96","1 B/R","P1-38","","","","0","0","","MARINA VISTA"
"11-8691-2026","2026-02-24 13:36:14","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1125000","43.75","43.75","1 B/R","B2-86","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","ZADA TOWER"
"11-8692-2026","2026-02-25 11:28:27","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","1800000","76.88","76.88","1 B/R","M-20","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","CREEK RISE "
"11-8693-2026","2026-02-24 14:02:18","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","765000","74.25","74.25","1 B/R","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-8694-2026","2026-02-25 09:45:54","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","3200000","154.83","154.83","3 B/R","B-102, B-103","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","CREEK RISE "
"11-8695-2026","2026-02-24 13:41:28","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2550000","106.71","106.71","2 B/R","B1-030","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Harbour Gate "
"11-8696-2026","2026-02-25 10:10:34","Sales","Sale","Ready","Free Hold","Residential","LA MER","Unit","Flat","4350000","117.01","117.01","2 B/R","C-008","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","0","0","","Port de La Mer - La Cote"
"11-8697-2026","2026-02-24 13:57:13","Sales","Sale","Ready","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","850000","61.45","61.45","1 B/R","G-244","","","","0","0","","HOLLAND GARDENS "
"11-8698-2026","2026-02-25 11:18:04","Sales","Sale","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Shop","7900000","143.57","143.57","NA","","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 23"
"11-8700-2026","2026-02-26 14:05:17","Sales","Sale","Ready","Free Hold","Residential","Al Satwa","Unit","Flat","1190000","65.2","65.2","1 B/R","P2-33","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","0","0","",""
"11-8701-2026","2026-02-24 13:40:12","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","5100000","153.29","153.29","2 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","",""
"11-8702-2026","2026-02-24 14:41:15","Sales","Sale","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","395000","33.93","33.93","Studio","G-149","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","LAKESIDE"
"11-8703-2026","2026-02-24 14:10:55","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","540000","48.96","48.96","Studio","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-8704-2026","2026-02-24 14:05:58","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","730000","75.38","75.38","1 B/R","PL1-18","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","MANHATTAN"
"11-8705-2026","2026-02-24 14:29:49","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1330000","126.9","126.9","2 B/R","B2-04","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","PLAZA RESIDENCES"
"11-8706-2026","2026-02-26 10:59:39","Sales","Sale","Ready","Free Hold","Residential","THE LAKES","Unit","Flat","11000000","297.41","297.41","4 B/R","B-229 ,B-277","Damac Properties","Marina Mall","Burj Al Arab","0","0","","The Hills"
"11-8707-2026","2026-02-24 14:21:38","Sales","Sale","Ready","Free Hold","Residential","DISCOVERY GARDENS","Unit","Flat","745000","74.25","74.25","1 B/R","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"11-8708-2026","2026-02-24 14:43:07","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","745205.65","45.82","45.82","Office","B2-072","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","PARK LANE TOWER"
"11-8709-2026","2026-02-25 10:04:44","Sales","Sale","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","930000","119.53","119.53","2 B/R","P1 D 162","","","IMG World Adventures","0","0","","SKY COURTS"
"11-8712-2026","2026-02-24 14:49:25","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","430000","33.37","33.37","Studio","G-65","","","Expo 2020 Site","0","0","",""
"11-8713-2026","2026-02-24 15:00:18","Sales","Sale","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Hotel Apartment","3244500","78.52","78.52","1 B/R","B-117","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","THE 8"
"11-8714-2026","2026-02-24 14:39:54","Sales","Sale","Ready","Free Hold","Residential","Warsan First","Unit","Flat","830000","59.33","59.33","1 B/R","B1-68","Rashidiya Metro Station","City Centre Mirdif","","0","0","","Petalz By Danube"
"11-8715-2026","2026-02-24 15:06:27","Sales","Sale","Ready","Free Hold","Residential","MOTOR CITY","Unit","Flat","2969532","279.09","279.09","4 B/R","B-209, B-208","Dubai Internet City","Mall of the Emirates","Motor City","0","0","","OIA Residence"
"11-8716-2026","2026-02-24 14:58:50","Sales","Sale","Ready","Free Hold","Residential","LA MER","Unit","Flat","4200000","101.56","101.56","2 B/R","B-025","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","0","0","","Port De La Mer - La Voile"
"11-8717-2026","2026-02-24 15:08:23","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1830000","113.12","113.12","2 B/R","P-42","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","BELGRAVIA III"
"11-8718-2026","2026-02-24 14:45:00","Sales","Sale","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","670000","38.69","38.69","1 B/R","P2-58","","","Motor City","0","0","","DAMAC HILLS - GOLF VITA"
"11-8719-2026","2026-02-24 15:32:18","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1350000","50.34","50.34","Studio","B3-58","Jumeirah Lakes Towers","Marina Mall","Burj Al Arab","0","0","","SILVERENE"
"11-8720-2026","2026-02-24 14:37:15","Sales","Sale","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","2340000","113.4","113.4","2 B/R","P3-05","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","UPPER CREST"
"11-8721-2026","2026-02-24 15:01:17","Sales","Sale","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","690000","40.69","40.69","1 B/R","P2-62","","","Motor City","0","0","","DAMAC HILLS - GOLF VITA"
"11-8722-2026","2026-02-24 14:52:56","Sales","Sale","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2950000","183.86","183.86","2 B/R","B2-89","Dubai Marina","Marina Mall","Burj Al Arab","0","0","","MARINASCAPE"
"11-8723-2026","2026-02-24 15:07:15","Sales","Sale","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","700000","28.09","28.09","Studio","B2-06","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 46"
"11-8724-2026","2026-02-24 15:53:55","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Office","3283393.8","106.1","106.1","Office","DMCC-0083","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","JUMEIRAH BUSINESS CENTRE1"
"11-8725-2026","2026-02-24 15:57:16","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Office","3160545","102.13","102.13","Office","DMCC-0084","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","JUMEIRAH BUSINESS CENTRE1"
"11-8726-2026","2026-02-24 15:52:25","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Office","3580467.5","115.7","115.7","Office","DMCC-0097","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","JUMEIRAH BUSINESS CENTRE1"
"11-8727-2026","2026-02-24 15:54:35","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Office","2953516.3","95.44","95.44","Office","DMCC-0098","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","JUMEIRAH BUSINESS CENTRE1"
"11-8729-2026","2026-02-24 16:07:40","Sales","Sale","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","675000","40.69","40.69","1 B/R","P2-63","","","Motor City","0","0","","DAMAC HILLS - GOLF VITA"
"11-8731-2026","2026-02-24 20:52:21","Sales","Sale","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2500000","133.42","133.42","2 B/R","B1-016","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","WEST FIVE BUSINESS BAY RESIDENCES"
"11-8732-2026","2026-02-24 20:50:29","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","767595.98","89.14","89.14","1 B/R","B3-149","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","Orra The Embankment"
"11-8733-2026","2026-02-24 20:49:17","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1516060","77.89","77.89","1 B/R","P3-26","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Luma Park Views"
"11-8734-2026","2026-02-24 20:43:09","Sales","Sale","Ready","Free Hold","Residential","BARSHA HEIGHTS","Unit","Office","3832138.45","174.55","174.55","Office","P3-4 TO P3-6","Dubai Internet City","Mall of the Emirates","Burj Al Arab","0","0","","THE ONE TOWER"
"11-8735-2026","2026-02-24 21:46:13","Sales","Sale","Ready","Free Hold","Residential","SILICON OASIS","Unit","Flat","1270000","86.99","86.99","1 B/R","P-74","","","","0","0","","Pearls by Vision"
"11-8736-2026","2026-02-25 10:59:59","Sales","Sale","Ready","Free Hold","Residential","DUBAI SOUTH","Unit","Flat","800000","68.78","68.78","1 B/R","B-19","","","Expo 2020 Site","0","0","",""
"11-8737-2026","2026-02-25 21:37:56","Sales","Sale","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","900000","48.84","97.69","2 B/R","M-3B-047","Creek Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","Creek Beach - Grove"
"11-8738-2026","2026-02-25 10:47:53","Sales","Sale","Ready","Free Hold","Residential","BLUEWATERS","Unit","Flat","7800000","154.16","154.16","2 B/R","B671","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","0","0","","Bluewaters Residences "
"11-8739-2026","2026-03-10 13:46:42","Sales","Sale","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1000000","74.8","74.8","1 B/R","1","Damac Properties","Marina Mall","Burj Al Arab","0","0","","V3"
